(fecha alterna) Date Start,(Newspaper title country) Geometry,(Newspaper title country) Geometry - Split 1,(Newspaper title country) Geometry - Split 2,Id,Id (group),Idioma periódico,lat,lon,latlon,Page,Periódico,Publicador,Tema persona,Type,Calculation1,Frequency,Periódico - Object ID,Tema Abolition,Tema slavery
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0011,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.63,New York Times,George Jones,,mention,1,1,11016285,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0012,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.63,Harper's Weekly,George William Curtis,,mention,1,1,11016245,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0013,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.63,The Nation,Joseph H. Richards | Edwin Lawrence Godkin,,mention,1,1,11016338,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0014,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.63,New York Tribune,Horace Greeley,,mention,1,1,11016284,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0015,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.63,New York Herald,James Gordon Bennett,,reference,1,1,11016286,0,0
1/24/1872,"-55.0, -10.0",-55,-10,onm_v2_0016,O Novo Mundo,pt,-8.0538902,-34.881111,"-8.0538902, -34.881111",v2.66,O Liberal,,,reference,1,1,11016301,0,0
1/24/1872,"-55.0, -10.0",-55,-10,onm_v2_0017,O Novo Mundo,pt,-8.0538902,-34.881111,"-8.0538902, -34.881111",v2.66,O Jornal do Recife,,,reference,1,1,11016300,0,0
1/24/1872,"-8.13057041, 39.69449997",-8.13057041,39.69449997,onm_v2_0018,O Novo Mundo,pt,41.1496086,-8.6109896,"41.1496086, -8.6109896",v2.66,Commercio do Porto,,,reprint,1,1,11016216,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0019,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,New York Tribune,,,mention,1,1,11016284,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0020,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,New York Times,,,mention,2,2,11016285,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0021,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,New York World,,,mention,1,1,11016287,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0022,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,New York Sun,,,mention,1,1,11016288,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0023,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,New York Witness,,,mention,1,1,11016289,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0024,O Novo Mundo,en,42.358429,-71.059769,"42.358429, -71.059769",v2.67,Daily Globe,,,mention,1,1,11016224,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0025,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,New York Observer,,,mention,1,1,11016290,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0026,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Scottish American Journal,,,mention,1,1,11016342,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0027,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Scientific American,,,mention,1,1,11016343,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0028,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,"The Turf, Field, and Farm",,,mention,1,1,11016345,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0029,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The American Baptist,,,mention,1,1,11016326,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0030,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Baptist Union,,,mention,1,1,11016330,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0031,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Examiner and Chronicle,,,mention,1,1,11016332,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0032,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Army and Navy Journal,,,mention,1,1,11016327,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0033,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Internal Revenue Record,,,mention,1,1,11016335,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0034,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,Newspaper Reporter,,,mention,1,1,11016283,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0035,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The National Police Gazette,,,mention,1,1,11016339,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0036,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Nautical Gazette,,,mention,1,1,11016340,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0037,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Albion,,,mention,1,1,11016328,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0038,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,O Novo Mundo,,,mention,1,1,11016302,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0039,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,La América Ilustrada,,,mention,1,1,11016256,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0040,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Democrat,,,mention,1,1,11016331,0,0
1/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0041,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.67,The Guardian,,,mention,1,1,11016334,0,0
1/24/1872,"-8.13057041, 39.69449997",-8.13057041,39.69449997,onm_v2_0042,O Novo Mundo,pt,38.716671,-9.1333304,"38.716671, -9.1333304",v2.67,A America,,,reprint,1,1,11016200,0,0
2/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0043,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.75,A emancipação dos escravos (pamphlet),"Typ. Perseverança, 1871",,reference,1,1,11016201,1,1
2/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0044,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.79,Correio do Brazil,,,reference,2,2,11016219,0,0
2/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0045,O Novo Mundo,pt,-22.90556,-47.060829,"-22.90556, -47.060829",v2.79,Almanak de Campinas,José Maria Lisboa : Typ. da Gazeta de Campinas,,reference,4,4,11016202,0,0
2/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0046,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.82,Jornal do Commercio,,,reference,1,1,11016251,0,0
2/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0047,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.83,New York Herald,,,reference,1,1,11016286,0,0
2/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0048,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.83,Jornal do Commercio,,,reference,1,1,11016251,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0049,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,La Patrie,,,mention,1,1,11016259,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0050,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,Le Gaoulois,,,mention,1,1,11016263,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0051,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,Le Figaro,,,mention,1,1,11016262,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0052,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,Journal des Débats,,,mention,1,1,11016254,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0053,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,Liberté,,,mention,1,1,11016269,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0054,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,L'Ordre,,,mention,1,1,11016275,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0055,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,Opinion Nationale,,,mention,1,1,11016304,0,0
2/23/1872,"2.0, 46.0",2,46,onm_v2_0056,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.86,Presse,,,mention,1,1,11016310,0,0
3/23/1872,"-0.70312, 52.16045",-0.70312,52.16045,onm_v2_0057,O Novo Mundo,en,51.5085297,-0.12574,"51.5085297, -0.12574",v2.92,Nature,,,reference,1,1,11016281,0,0
3/23/1872,"2.0, 46.0",2,46,onm_v2_0058,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.93,L'Illustration,,,reference,1,1,11016271,0,0
3/23/1872,"12.83333015, 42.83332825",12.83333015,42.83332825,onm_v2_0059,O Novo Mundo,it,41.8947411,12.4839001,"41.8947411, 12.4839001",v2.94,L'Esperance de Rome,,,reference,1,1,11016267,0,0
3/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0060,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.95,A Reforma,,,reprint,1,1,11016204,0,0
3/23/1872,"-0.70312, 52.16045",-0.70312,52.16045,onm_v2_0061,O Novo Mundo,en,51.5085297,-0.12574,"51.5085297, -0.12574",v2.95,The Athenaeum,,,reprint,1,1,11016329,0,0
3/23/1872,"2.0, 46.0",2,46,onm_v2_0062,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.95,Révue des Deux Mondes,,,mention,1,1,11016317,0,0
3/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0063,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.95,Galaxy,,,reprint,1,1,11016241,0,0
3/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0064,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.95,(Um pamphleto de Sr. Luiz Guimaraes Junior sobre a vida de um pintor nacional),"Typ. Perseverança, 1871",,reference,1,1,11016347,1,1
3/23/1872,,,,onm_v2_0065,O Novo Mundo,,,,", ",v2.99,La Tribune Médicale,,,reference,1,1,11016261,0,0
3/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0066,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.102,Jornal do Commercio,,,reference,1,1,11016251,0,0
3/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0067,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.103,New York Times,,,reference,1,1,11016285,1,1
3/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0068,O Novo Mundo,en,40.73061,-73.935242,"40.73061, -73.935242",v2.107,Physica (book),William Wood and Company,,reference,1,1,11016309,0,0
3/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0069,O Novo Mundo,es,40.7142716,-74.005966,"40.7142716, -74.005966",v2.109,La América Ilustrada,Juan Ignacio de Armas y Céspedes,,reprint,1,1,11016256,0,0
3/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0070,O Novo Mundo,es,40.7142716,-74.005966,"40.7142716, -74.005966",v2.109,La América Ilustrada,Juan Ignacio de Armas y Céspedes,,reprint,2,2,11016256,0,0
3/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0071,O Novo Mundo,es,40.7142716,-74.005966,"40.7142716, -74.005966",v2.109,La América Ilustrada,Juan Ignacio de Armas y Céspedes,,reprint,2,2,11016256,0,0
3/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0072,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.110,New York Daily Bulletin,New York [N.Y.] : New York Daily Bulletin Assn.,,reference,1,1,11016291,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0073,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.114,New York Tribune,,,reference,1,1,11016284,1,1
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0074,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.114,The Nation,,,reference,1,1,11016338,1,1
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0075,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.118,The Independent,,,translation,1,1,11016336,0,0
4/23/1872,"-0.70312, 52.16045",-0.70312,52.16045,onm_v2_0076,O Novo Mundo,en,51.5085297,-0.12574,"51.5085297, -0.12574",v2.118,Saturday Review,,,reference,1,1,11016320,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0077,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.119,New York Times,,,reference,1,1,11016285,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0078,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.119,New York Tribune,,,reference,1,1,11016284,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0079,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.119,New York Post,,,reference,1,1,11016292,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0080,O Novo Mundo,en,42.1077323,-72.56705,"42.1077323, -72.56705",v2.119,Republican,,,reference,1,1,11016313,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0081,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.119,Evening Post,,,reference,1,1,11016239,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0082,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.119,New York Tribune,,,reference,1,1,11016284,0,0
4/23/1872,"12.83333015, 42.83332825",12.83333015,42.83332825,onm_v2_0083,O Novo Mundo,it,41.8947411,12.4839001,"41.8947411, 12.4839001",v2.119,Nazionale,,,reference,1,1,11016282,0,0
4/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0084,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.119,New York Tribune,,,reference,1,1,11016284,0,0
4/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0085,O Novo Mundo,pt,-22.16194,-43.292782,"-22.16194, -43.292782",v2.123,Jornal da Parahyba,,,reference,1,1,11016252,0,0
4/23/1872,"-79.5, 22.0",-79.5,22,onm_v2_0086,O Novo Mundo,es,23.1330204,-82.383041,"23.1330204, -82.383041",v2.123,Diario de la Marina,,,reference,1,1,11016229,0,0
4/23/1872,"-0.70312, 52.16045",-0.70312,52.16045,onm_v2_0087,O Novo Mundo,en,51.5085297,-0.12574,"51.5085297, -0.12574",v2.123,Economist,,,reference,1,1,11016235,0,0
4/23/1872,"12.83333015, 42.83332825",12.83333015,42.83332825,onm_v2_0088,O Novo Mundo,it,44.4063187,8.93385983,"44.4063187, 8.93385983",v2.124,L'Indicatore Genovese,,Giuseppe Mazzini,mention,1,1,11016272,0,0
4/23/1872,"12.83333015, 42.83332825",12.83333015,42.83332825,onm_v2_0089,O Novo Mundo,it,43.5426407,10.316,"43.5426407, 10.316",v2.124,L'Indicatore Livornese,,Giuseppe Mazzini,mention,1,1,11016273,0,0
4/23/1872,"10.5, 51.5",10.5,51.5,onm_v2_0090,O Novo Mundo,de,51.3396187,12.3712902,"51.3396187, 12.3712902",v2.126,Die Gartenlaube,,,mention,1,1,11016232,0,0
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0091,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.129,New York Tribune,Horace Greeley,Horace Greeley,mention,4,4,11016284,0,0
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0092,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.130,Morning Post,,Horace Greeley,mention,1,1,11016278,0,0
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0093,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.130,New Yorker,,Horace Greeley,mention,1,1,11016293,0,0
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0094,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.130,Jeffersonian,,Horace Greeley,mention,1,1,11016250,0,1
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0095,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.130,Log Cabin,,Horace Greeley,mention,1,1,11016274,0,1
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0096,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.130,New York Times,,Horace Greeley,mention,1,1,11016285,0,1
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0097,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.130,New York Tribune,,,reference,1,1,11016284,0,0
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0098,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.130,Evening Post,,,reference,1,1,11016239,0,0
5/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0099,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.131,Movimento,"Rio de Janeiro, RJ : Typ. Lith. do Movimento, 1872.",,reprint,5,5,11016279,0,0
5/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0100,O Novo Mundo,pt,-8.0538902,-34.881111,"-8.0538902, -34.881111",v2.133,Discursos e Diversos Escriptos (book),"Recife, PE; Tipografia Mercantil, Recife, PE",,reference,1,1,11016234,0,1
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0101,O Novo Mundo,es,40.7142716,-74.005966,"40.7142716, -74.005966",V2.134,Direito Internacional (book),Hallet and Breen 1872,,reprint,1,1,11016233,0,1
5/23/1872,"10.5, 51.5",10.5,51.5,onm_v2_0102,O Novo Mundo,de,52.5243683,13.4105301,"52.5243683, 13.4105301",v2.135,"Der Krieg der Tripple-Allianza Kaiserthum Barzilien, Argentinische Conföderation und Republik del Uruguay Gegen Die Regierung der Republik Paraguay","Berlin, B. Behr",,reprint,1,1,11016227,0,0
5/23/1872,"2.0, 46.0",2,46,onm_v2_0103,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.138,Journal des Débats,,,reference,1,1,11016254,0,0
5/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0104,O Novo Mundo,pt,-23.547501,-46.636108,"-23.547501, -46.636108",v2.138,Progresso em S.Paulo (letter),,,letter,1,1,11016311,0,0
5/23/1872,"-55.0, -10.0",-55,-10,onm_v2_0105,O Novo Mundo,pt,-23.547501,-46.636108,"-23.547501, -46.636108",v2.138,Jornal do Commercio,,,reference,1,1,11016251,0,0
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0106,O Novo Mundo,pt,40.7142716,-74.005966,"40.7142716, -74.005966",v2.139,Comunicado A Medicina Nos Estados Unidos,,,letter,1,1,11016217,0,0
5/23/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0107,O Novo Mundo,es,40.7142716,-74.005966,"40.7142716, -74.005966",v2.141,La América Ilustrada,Juan Ignacio de Armas y Céspedes,,image,1,1,11016256,0,0
5/23/1872,"-0.70312, 52.16045",-0.70312,52.16045,onm_v2_0108,O Novo Mundo,en,51.5085297,-0.12574,"51.5085297, -0.12574",v2.142,Daily News,,,reference,1,1,11016225,0,0
6/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0109,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.146,New York Tribune,Horace Greeley,,reference,1,1,11016284,0,0
6/24/1872,"-55.0, -10.0",-55,-10,onm_v2_0110,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.147,Revista Agricola,Miguel A. da Silva,,reference,1,1,11016315,0,0
6/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0111,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.147,New York Tribune,,,reference,1,1,11016284,0,0
6/24/1872,"-55.0, -10.0",-55,-10,onm_v2_0112,O Novo Mundo,pt,-12.97111,-38.51083,"-12.97111, -38.51083",v2.149,O Abolicionista,"Bahia [Salvador, BA], Typ. do Correio da Bahia",,reprint,2,2,11016299,0,0
6/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0113,O Novo Mundo,pt,40.7142716,-74.005966,"40.7142716, -74.005966",v2.150,Comunicado A Medicina Nos Estados Unidos,,,letter,1,1,11016217,0,0
6/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0114,O Novo Mundo,pt,40.7142716,-74.005966,"40.7142716, -74.005966",v2.150,New York Medical Journal,,,mention,1,1,11016294,0,0
6/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0115,O Novo Mundo,en,40.7142716,-74.005966,"40.7142716, -74.005966",v2.150,Medical Record,,,mention,1,1,11016277,0,0
6/24/1872,"-98.5, 39.75999832",-98.5,39.75999832,onm_v2_0116,O Novo Mundo,es,40.7142716,-74.005966,"40.7142716, -74.005966",v2.153,La América Ilustrada,Juan Ignacio de Armas y Céspedes,,reprint,1,1,11016256,0,0
6/24/1872,"-55.0, -10.0",-55,-10,onm_v2_0117,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.153,"Lendas e romances, Uma historia de Quilombolas; A Garganta do inferno; A dansa dos ossos (book)",Rio de Janeiro: B.L. Garnier,,quote,1,1,11016266,0,1
6/24/1872,"-55.0, -10.0",-55,-10,onm_v2_0118,O Novo Mundo,pt,-22.902781,-43.2075,"-22.902781, -43.2075",v2.154,Leitura Popular,J. M. da Cunha Vasco | Typ. Perseverança,,reference,1,1,11016265,0,0
6/24/1872,"2.0, 46.0",2,46,onm_v2_0119,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.157,Révue des Deux Mondes,,,reference,1,1,11016317,0,0
6/24/1872,"2.0, 46.0",2,46,onm_v2_0120,O Novo Mundo,fr,48.8534088,2.34879994,"48.8534088, 2.34879994",v2.158,Révue des Deux Mondes,,,reference,2,2,11016317,0,0
6/24/1872,"12.83333015, 42.83332825",12.83333015,42.83332825,onm_v2_0121,O Novo Mundo,it,43.77925,11.24626,"43.77925, 11.24626",v2.159,Rivista Europea,Angelo de Gubernatis,,reference,1,1,11016319,0,0
6/24/1872,"12.83333015, 42.83332825",12.83333015,42.83332825,onm_v2_0122,O Novo Mundo,it,43.77925,11.24626,"43.77925, 11.24626",v2.159,La Nazione,Bettino Ricasoli,,reference,1,1,11016258,0,0
6/24/1872,"12.83333015, 42.83332825",12.83333015,42.83332825,onm_v2_0123,O Novo Mundo,it,45.4642716,9.18951035,"45.4642716, 9.18951035",v2.159,La Perserveranza,,,reference,1,1,11016260,0,0
6/24/1872,"-0.70312, 52.16045",-0.70312,52.16045,onm_v2_0124,O Novo Mundo,en,51.5085297,-0.12574,"51.5085297, -0.12574",v2.159,Saturday Review,,,reference,1,1,11016320,0,0
